what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1309283998493
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1309283998495
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309284001659
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309284010129
started,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1309284011998
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309284015101
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309284017677
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.properties",1309284017722
started,bundle,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui",1309284025087
started,bundle,org.eclipse.jdt.debug,3.6.1.v20100715_r361,"org.eclipse.jdt.debug",1309284025243
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309284026225
started,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1309284035688
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309284039163
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.properties",1309284039224
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309284046230
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309284052974
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309284066870
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309284101607
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1309284101997
started,bundle,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui",1309284102173
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1309284102231
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309284142384
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309284146215
started,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1309284154089
started,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1309284154107
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1309284181441
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309284183541
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309284188153
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309284188312
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309284197701
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1309284197909
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1309284197978
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1309284200523
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309284204428
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309284207562
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309284211088
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309284212856
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1309284218612
executed,command,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.junitShortcut.run",1309284224737
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309284225440
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309284239279
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309284239422
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309284241258
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1309284242357
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309284244974
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309284247912
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.properties",1309284247969
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309284251352
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309284266187
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.properties",1309284266251
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309284266575
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309284267514
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1309284274607
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1309284277101
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309284280452
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309284283204
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1309284289194
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1309284292717
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1309284294005
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1309284314784
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1309284316826
executed,command,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.junitShortcut.run",1309284321045
opened,view,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.ResultView",1309284321623
activated,view,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.ResultView",1309284322114
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309284325545
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309284325610
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309284329013
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1309284332222
closed,view,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.ResultView",1309284332230
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1309284341863
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1309284351498
executed,command,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.junitShortcut.run",1309284354178
opened,view,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.ResultView",1309284354489
activated,view,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.ResultView",1309284354936
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309284357075
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.ClassFileEditor",1309284357354
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.ClassFileEditor",1309284357512
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1309284363003
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.ClassFileEditor",1309284363003
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309284368024
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309284368279
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309284369845
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1309284369984
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1309284369984
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1309284382168
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309284391404
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309284395906
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.properties",1309284395965
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309284405798
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309284405922
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309284411191
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.rename.element",1309284411251
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309284415540
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309284417385
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.properties",1309284417449
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309284420740
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309284431163
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.properties",1309284431221
executed,command,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.junitShortcut.run",1309284439371
activated,view,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.ResultView",1309284440311
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309284441990
